"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","moTa","matTienM","duongVaoM","soTang","soPhongNgu","soPhongTam","noiThat","tienIchKemTheo","dacDiemXaHoi","phapLy","duongpho","duAn","huongNha","huongBanCong"
"501314","Nhà riêng","Phú Diễn, Bắc Từ Liêm, Hà Nội","Phú Diễn, Phú Diễn, Bắc Từ Liêm, Hà Nội","7,7 Tỷ","65 m²","14/08/2020","28/09/2020","- Vị trí cực đẹp, cạnh trường Đại Học Tài Nguyên Và Môi Trường. Khu vực kinh doanh sầm uất, tấp nập ngày đêm, phù hợp với nhiều loại mô hình kinh doanh.

- Diện tích 65m2 x 6 tầng; Mặt tiền 3.9m.

- Nhà xây dựng chắc chắn, hợp lý: thiết kế mỗi tầng 2 phòng ngủ.

- Vỉa hè và đường trước nhà rộng, ô tô tránh.

- Sổ đỏ chuẩn phân lô, vuông vắn, sẵn sàng giao dịch.

- Giá: 7.7 tỷ (Có thương lượng)

- Liên hệ: Hồ Thắng - 0931755869 (Miễn Trung Gian)
",,,,,,,,,,"Phú Diễn",,,
"501313","Nhà riêng","Đống Đa, Hà Nội","Đường Hoàng Cầu, quận Đống Đa, Hà Nội","5,2 Tỷ","58 m²","14/08/2020","28/09/2020","58m2 Phân lô Hoàng Cầu, 3 bước ra hồ, Ô tô 5m, kinh doanh, có thang máy 5.2 tỷ LH 0886665966
- Vị trí: Tọa lạc trên Đường Hoàng Cầu, Đống Đa. Khu vực trung tâm quận Đống Đa: Dân trí cao, an ninh cực tốt, hạ tầng giao thông đồng bộ, bể bơi, sân ten nit, siêu thị, chợ truyền thống, vườn hoa, trường học, bệnh viện.
- Thiết kế: Theo kiến trúc Châu Âu hiện đại kết hợp với phong thủy Á Đông truyền thống. Móng bè, khung bê tông chịu lực. Tổng cộng nhà có 4 phòng ngủ + 4WC sử dụng thiết bị ToTo cao cấp. Nội thất: Sử dụng toàn nguyên liệu cao cấp trong nước và nhập ngoại, toàn bộ cửa và cầu thang gỗ lim tự nhiên.
- Giá 5.2 tỷ có thương lượng. Phù hợp trong tầm tài chính mua nhà Đống Đa trên 5 tỷ và dưới 6 tỷ.
Liên hệ: Mr. Nam ""Nhà đẹp ở sướng"" 0886665966 chuyên thổ cư Đống Đa.
(Nhận ký gửi nhà Hà Nội. Đường Hoàng Cầu, quận Đống Đa, Hà Nội)
Bán nhà Thái Hà Bán nhà Tôn Đức Thắng Bán nhà Tây Sơn Bán nhà Thái Thịnh Bán nhà Giảng Võ Bán nhà Đê La Thành Bán nhà Xã Đàn Bán nhà Láng Hạ Bán nhà Hoàng Cầu.",,,"5","4","4",,,,,"Hoàng Cầu",,,
"501311","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai","1,65 Tỷ","32 m²","14/08/2020","28/09/2020","Gia đình vk chồng trẻ làm ăn có lộc, mua nhà to hơn nên cần bán lại căn nhà tự xây và hoàn thiện để ở rất kiên cố, khổ đất vuông vắn, mặt tiền 3,5m, thoáng trước thoáng sau, ngõ nông, gần phố.
Đc: Minh Khai - Hai Bà Trưng
PHÙ HỢP với gia đình có người Già ở, hoặc vk ck trẻ với 1- 2 đứa con.
+ Khu dân trí cao, gần trường học và gần chợ
+ DT 32x 3 tầng, 3 phòng. 2 nhà vệ sinh
+ Pháp lý: Sổ chung, giầy tờ đầy đủ
+ Giá chào 1.65 tỷ . Có Thương Lượng, Giao dịch chính chủ
+ Lh: E PHI 0949606622 xem nhà và gặp trực tiếp chủ nhà (Miễn trung gian và Môi giới)
THÔNG TIN CHUẨN, HÌNH ẢNH THỰC",,,"3","3","2",,,,,"Minh Khai",,,
"501310","Nhà mặt phố","Cát Linh, Đống Đa, Hà Nội","Khương Thượng - Đống Đa","6 Tỷ","40 m²","14/08/2020","28/09/2020","- Bán nhà phố Khương Thượng, ô tô đỗ cửa, kinh doanh các mặt hàng, đường thông các ngả Tâm Khương, Tôn Thất Tùng, Chùa Bộc, Tây Sơn…
- Nhà nằm ở trung tâm đầy đủ các trường từ Tiểu học đến Đại học: Tiểu học Khương Thượng, THCS Khương Thượng, Đại học Y, Công Đoàn, Ngân Hàng, Thủy Lợi… di chuyển không quá 1km, cha mẹ hoàn toàn an tâm con có thể tự đi học vài bước đến trường
- Nhà có thể vừa ở vừa kinh doanh, hiện đang cho thuê doanh thu cũng vài chục triệu
- Diện tích 40m x 5 tầng, thiết kế công năng chuẩn, siêu đẹp
- Pháp lý rõ ràng, giá nhỉnh 6 tỷ có thương lượng
Liên hệ Ms Phương Anh 0903209588 ( miễn trung gian, Môi giới)",,,"5","5","1",,,,,"Khương Thượng",,,
"501309","Nhà riêng","Đống Đa, Hà Nội","Đường Xã Đàn, quận Đống Đa, Hà Nội","5,1 Tỷ","53 m²","14/08/2020","28/09/2020","Đẳng cấp 5 sao! 5 Tầng Xã Đàn, kinh doanh, gần hồ, 10m Ô tô, Thang máy 5.1 tỷ LH 0886665966
+ Cần bán gấp căn nhà thuộc khu Phân lô Xã Đàn, 2 mặt thoáng. Gần chợ và bãi gửi ô tô, khu vực toàn cán bộ công chức, dân trí cao, ở yên tĩnh, an ninh đỉnh.
+ Diện tích 53m2, cách đường xe tải tránh 10m. Trước nhà rộng thoáng để chục xe máy. Khu vực trung tâm quận Đống đa, gần mặt phố Xã Đàn, gần Hồ Đắc Di, gần Phạm Ngọc Thạch, Hào Nam, Tây Sơn, Văn Chương, Khâm Thiên.
+ Nhà xây kết cấu BTCT chắc chắn, Sàn gỗ, Cửa và tay vịn cầu thang gỗ Lim Nam Phi, nội thất hiện đại. Nhà có ban công rộng nên rất thoáng, sau nhà là trường học nên thoáng vĩnh viễn, chỉ việc xách vali về ở luôn.
+Giá 5.1 tỷ. Phù hợp tài chính mua nhà Đống Đa trên 5 tỷ và dưới 6 tỷ. Tặng nội thất cho khách thiện chí.
Liên hệ: Mr. Ngọc Nam ""Nhà đẹp ở sướng"" 0886665966 chuyên thổ cư Đống Đa.
(Nhận ký gửi nhà Hà Nội. Đường Xã Đàn, quận Đống Đa, Hà Nội)
Bán nhà Láng Bán nhà Tôn Đức Thắng Bán nhà Huỳnh Thúc Kháng Bán nhà Tây Sơn Bán nhà Giảng Võ Bán nhà Đê La Thành Bán nhà Xã Đàn Bán nhà Láng Hạ Bán nhà Nguyễn Lương Bằng Bán nhà Ô Chợ Dừa",,,"5","4","4",,,,,"Xã Đàn",,,
"501308","Nhà mặt phố","Thanh Xuân, Hà Nội","Khương Đình, Thanh Xuân, Hà Nội","14 Tỷ","80 m²","14/08/2020","28/09/2020","bán nhà mặt phố Khương Đình,Diện tích 80m x 3 tầng,mặt tiền 3.7m,vỉa hè rộng,kinh doanh tốt ,sổ đỏ chính chủ
-Đường 2 chiều vỉa hè rộng,kinh doanh thì khỏi bàn cãi,khu nhiều trung cư và dự án mọc lên như nấm sau mưa
Thiết kế như sau
-Hiện trạng 3 tầng hơi cũ tý nhưng nhà xây khung lên tầng thoải mái
+Tầng 1 cửa hàng + 2 phòng + 1wc
+Tầng 2 thiết kế 3 phòng và 1 wc
+Tầng 3 phòng thờ và sân phơi
giá 14 tỷ có thương lượng
Liên hệ Anh Tùng 0981 669 144 / 0817 386 999
Cảm ơn mọi người đã đọc tin

Bán nhà Quận Thanh XuânBán nhà mặt phố đường Khương Đình",,,,,,,,,,"Khương Đình",,,
"501307","Đất nền","Nam Hồng, Đông Anh, Hà Nội","Thôn Vệ- Nam Hồng- Đông Anh- Hà Nội","900 Triệu","53 m²","14/08/2020","28/09/2020","Cần bán mảnh 53m2 Thôn Vệ- Nam Hồng- Đông Anh- Hà Nội
Cần tiền kinh doanh nên nhượng bán mảnh đất đẹp 53m2 ngay gần chợ xã Nam Hồng, gần UBND xã Nam Hồng và các trường cấp 1,2 Nam Hồng
Mặt tiền, hậu 4m vuông đất , đất thổ cư 100% dài13m
Xung quanh nhà cửa sầm uất , cách KCN Bắc Thăng Long và KCN Quang Minh 7km
Giá 900 triệu liên hệ Ms Tuyết đi xem đất",,,"10","1","1",,,,,"23B",,,
"501304","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai","1,65 Tỷ","32 m²","14/08/2020","28/09/2020","Gia đình vk chồng trẻ làm ăn có lộc, mua nhà to hơn nên cần bán lại căn nhà tự xây và hoàn thiện để ở rất kiên cố, khổ đất vuông vắn, mặt tiền 3,5m, thoáng trước thoáng sau, ngõ nông, gần phố.
PHÙ HỢP với giá đình có người Già, hoặc vk ck trẻ với 2 đứa con.
+ Khu dân trí cao, gần trường học và gần chợ
+ DT 32x 3 tầng, 3 phòng.
+ Pháp lý: Sổ chung, giầy tờ đầy đủ, giao dịch chính chủ.
+ Giá chào 1.65 tỷ . Có Thương Lượng, Giao dịch chính chủ
+ Lh: E PHI 0949606622 xem nhà và gặp trực tiếp chủ nhà (Miễn trung gian và Môi giới)
THÔNG TIN CHUẨN, HÌNH ẢNH THỰC",,,"3","3","2",,,,,"Gốc Đề",,,
"501303","Nhà riêng","Đống Đa, Hà Nội","Chùa Bộc - Đống Đa","4 Tỷ","40 m²","14/08/2020","28/09/2020","- Bán nhà ngõ phố Chùa Bộc, thuộc khu cán bộ trường Đại học Thủy Lợi, khu yên tĩnh, dân trí cao, nhà gần ngay sân bóng, bể bơi
- Ngõ rộng, ô tô vào cửa, thông Khương Thượng, gần ngã tư Phạm Ngọc Thạch, Tôn Thất Tùng, Đông Tác…, gần trường Đại học Công Đoàn, Đại học Y…, xung quanh nhiều tiện ích
- Diện tích 40m x 4 tầng, mặt tiền 3m, thiết kế công năng đầy đủ
Tầng 1: Phòng khách + bếp
Tầng 2,3: mỗi tầng 2 ngủ
Tầng 4: phòng thờ, sân
- Pháp lý rõ ràng, sẵn sàng giao dịch ngay, giá nhỉnh 4 tỷ có thương lượng
Liên hệ Ms Phương Anh 0903209588 ( miễn trung gian, Môi giới)",,,"4","4","1",,,,,"Chùa Bộc",,,
"501302","Nhà riêng","Thanh Xuân, Hà Nội","Khương Đình, Thanh Xuân, Hà Nội","3,6 Tỷ","32 m²","14/08/2020","28/09/2020","tôi bán nhà riêng đường khương đình,Diện tích 32m xây 5 tầng và 1 tum,mặt tiền 4.5m,hướng bắc
Vị trí đẹp,cách mặt phố và cầu khương đình khoảng 100m,ngõ xe ba gác và xe máy tránh nhau
Cách trường cấp 1,2 và trường Đại Học hoặc Cao Đẳng khoảng 300m,dân trí cao,sổ đỏ chính chủ
-Nhà thiết kế khá đẹp và tỷ mỷ
+Tầng 1 phòng khách và bếp ( hoặc để bếp và để xe )+ 1wc
+Tầng 2 phòng khách
+Tầng 3,4,5 mỗi tầng thiết kế 1 phòng ngủ
+Tầng tum phòng thờ và sân phơi
giá 3.6 tỷ có thương lượng
Liên hệ Anh Tùng 0981 669 144 / 0817 386 999
Cảm ơn mọi người đã đọc tin


Bán nhà Quận Thanh XuânBán nhà riêng đường Khương Đình",,,,,,,,,,"Khương Đình",,,
"501300","Nhà mặt phố","Việt Hưng, Long Biên, Hà Nội","13","5,7 Tỷ","49 m²","14/08/2020","28/09/2020","Bán Nhà HIẾM Vũ Đức Thuận - Lô Góc - Vỉa Hè - Kinh Doanh Siêu Đỉnh
Chủ Cần Bán gấp nhà mặt phố, vỉa hè lớn: Vũ Đức Thuận, Long Biên, HN
Vị trí đắc địa cách BigC Long Biên chỉ vài bước chân, đường thông các ngả nội khu và nhiều phố chính. Đường trước nhà trải nhựa rộng hơn 10m vỉa hè rộng xe dừng đỗ ngày đêm,
Khu vực dân trí cao quy hoạch rõ ràng, đường trải nhựa thẳng tắp. Được thừa hưởng nhiều tiện ích nội khu của các khu đô thị lớn đẳng cấp, nhiều trung tâm thương mại, bệnh viện, trường các cấp 123 trong khu vực.
Ngôi nhà được thiết kế theo phong cách Tây Phương hiện đại, tinh tế và hợp lý. Chủ nhà sử dụng gam màu cực sang trọng
Diện tích: 49m2
Mặt tiền: 7m
Giá chào: 5.7 tỷ - có thương lượng cao
* Liên hệ: Mss Hà – CHUYÊN NHÀ ĐẤT THỔ CƯ!!!
- Miễn Phí toàn bộ phí tư vấn và hỗ trợ các thủ tục pháp lý
- Miễn Phí toàn bộ phí và tư vấn pháp lý
( Không Tiếp Môi Giới Và Quảng Cáo )",,,"4","3","3",,,,,,,,
"501299","Nhà riêng","Nam Từ Liêm, Hà Nội","Lê Đức Thọ, Nam Từ Liêm, Hà Nội","3 Tỷ","30 m²","14/08/2020","28/09/2020","CẦN BÁN NHÀ mới coong GIÁ TỐT - MATIZ ĐỖ CỬA - 50m ĐƯỜNG Ô TÔ TRÁNH - NHÀ CỰC ĐẸP GIÁ CHỈ 3 TỶ 2
- Nhà 30m2 MỚI CỨNG, ngõ rộng gần 3m, ô tô matiz vào tới tận cửa.
- Nội thất đẹp, cửa, cầu thang đều gỗ Lim vững chắc.
- Nhà 3 ngủ, 4VS, 3 VS đều có tủ kính kèm sấy hiện đại.
- Nhà có tiếng trời sáng thoáng nhưng chủ vẫn chừa 1 khe thoáng điều hòa.
- Xung quanh đầy đủ tiện ích như : Chợ, Hồ, Trường học cấp 3
- Sổ siêu đẹp, vuông, chủ cất két, sẵn giao tế.",,,"5","4","4",,,,,"Lê Đức Thọ",,,
"501298","Nhà riêng","Gia Thụy, Long Biên, Hà Nội","Gia Thụy, Long Biên, Hà Nội","3,25 Tỷ","35 m²","14/08/2020","28/09/2020","Bán nhà 6 TẦNG NHÀ ĐẸP Ở NGAY,ÔTÔ ĐỖ CỬA Nguyễn Văn Cừ,3.25 tỷ.
- Nhà xây kiên cố, chắc chắn, nhà thiết kế chuẩn công năng, Thông sàn.
- Ngõ to đẹp, ô tô đỗ cửa, gần phố lớn thuận tiện đi lại, đường xá sạch sẽ, ngõ thẳng tắp, vài bước ra đường ô tô tránh, an ninh tốt.
- Khu dân trí cao, tiện ích xung quanh đầy đủ, gần trường học, bệnh viện.
- Sổ đỏ chính chủ, pháp lý sạch.
- Giá: 3.25 tỷ ( Có thương lượng ).
Liên hệ em Ánh: 0965102555.
(Liên hệ để được tư vấn, xem nhà hoàn toàn miễn phí).",,,,,,,,,,,,,
"501297","Nhà riêng","Đống Đa, Hà Nội","Tây Sơn, Đống Đa, Hà Nội","3,9 Tỷ","38 m²","14/08/2020","28/09/2020","+ Diện tích: 38m2 x 5 tầng giá chỉ 3 tỷ 9
+ Thiết kế: Nhà xây mới khung cột bê tông chắc chắn, khách mua chỉ việc xách vani về ở.

*Tầng 1: Khách + Bếp + Wc.
*Tầng 2, 3, 4: Mỗi tầng 1 ngủ rộng + Wc.
*Tầng 5: Phòng thờ + Sân phơi.
+ Vị trí: Nhà rất gần phố, gần chợ, trường học các cấp, bệnh viện, TTTM ..., khu dân trí cao, an ninh tốt, ngõ trước nhà SH quay đầu, nhà hiện đang hoàn thiện chừng 1 tháng nữa là bàn giao
+ Sổ đỏ: Chính chủ, sẵn sàng giao dịch",,,"5","4","5",,,,,"Tây Sơn",,,
"501296","Nhà riêng","Long Biên, Long Biên, Hà Nội","Long Biên, Long Biên, Hà Nội","3,2 Tỷ","40 m²","14/08/2020","28/09/2020","Bán nhanh nhà mới,ô tô đỗ cửa,sát phố,TTTM AEON,40m2,3.2 tỷ.
Vị trí đẹp:
- Ngay gần mặt đường Cổ Linh, là khu phố đẹp của Q. Long Biên, an sinh tiện ích nhiều vô số, Nhà đi vài bước ra TTTM Aeon, đầy đủ tiện ích. tiềm năng cực cao.
- Nhà mới, view đẹp, thiết kế hiện đại, nội thất cơ bản.
- Khu vực dân trí cao, hàng xóm thân thiện, đường xá sạch sẽ, ngõ thẳng tắp, vài bước ra đường ô tô tránh.
- Sổ đỏ chính chủ, phân lô, vuông đét, pháp lý sạch, sẵn sàng giao dịch..
- Giá: 3.2 tỷ ( Có thương lượng ).
Liên hệ em Ánh 0965102555 để được tư vấn, xem nhà hoàn toàn miễn phí.",,,,,,,,,,,,,
"501294","Nhà riêng","Văn Chương, Đống Đa, Hà Nội","Quận Đống Đa","2,9 Tỷ","35 m²","14/08/2020","28/09/2020","Hồ Linh Quang 35m2 x 5T Ngõ Rộng Cực Thoáng Nhỉnh 2 tỷ
Diện tích: 35m2, 5 tầng, mặt tiền 7m.
+ Nhà đẹp. ngõ rộng và thoáng sáng.
+ Căn góc 2 mặt ngõ, mặt tiền rộng.
+ Ngõ trước nhà xe ba gác vào thoải mái.
+ Nhà 5 tầng thiết kế hiện đại:
- Tầng 1: Phòng khách, bếp.
- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng, 1 vệ sinh, 1 ban công, 1 cửa sổ rộng.
- Tầng 5: Phòng thờ, sân phơi.
+ Giá: 2.9 tỷ (có thương lượng )
+ Quan tâm liên hệ Mr Tuấn ( 0 tám 89, sáu 66, tám 28).",,,"5","3","4",,,,,"Linh Quang",,,
"501293","Nhà riêng","Văn Chương, Đống Đa, Hà Nội","Quận Đống Đa","2,9 Tỷ","35 m²","14/08/2020","28/09/2020","Tôn Đức Thắng 35m2 x 5T Nhà đẹp Cực Thoáng Nhỉnh 2 tỷ
Diện tích: 35m2, 5 tầng, mặt tiền 7m.
+ Nhà đẹp. ngõ rộng và thoáng sáng.
+ Căn góc 2 mặt ngõ, mặt tiền rộng.
+ Ngõ trước nhà xe ba gác vào thoải mái.
+ Nhà 5 tầng thiết kế hiện đại:
- Tầng 1: Phòng khách, bếp.
- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng, 1 vệ sinh, 1 ban công, 1 cửa sổ rộng.
- Tầng 5: Phòng thờ, sân phơi.
+ Giá: 2.9 tỷ (có thương lượng )
+ Quan tâm liên hệ Mr Tuấn ( 0 tám 89, sáu 66, tám 28).",,,"5","3","4",,,,,"Tôn Đức Thắng",,,
"501292","Nhà riêng","Văn Chương, Đống Đa, Hà Nội","Quận Đống Đa","2,9 Tỷ","35 m²","14/08/2020","28/09/2020","Lê Duẩn 35m2 x 5T Nhà đẹp Lô góc Cực Thoáng Nhỉnh 2 tỷ
Diện tích: 35m2, 5 tầng, mặt tiền 7m.
+ Nhà đẹp. ngõ rộng và thoáng sáng.
+ Căn góc 2 mặt ngõ, mặt tiền rộng.
+ Ngõ trước nhà xe ba gác vào thoải mái.
+ Nhà 5 tầng thiết kế hiện đại:
- Tầng 1: Phòng khách, bếp.
- Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng, 1 vệ sinh, 1 ban công, 1 cửa sổ rộng.
- Tầng 5: Phòng thờ, sân phơi.
+ Giá: 2.9 tỷ (có thương lượng )
+ Quan tâm liên hệ Mr Tuấn ( 0 tám 89, sáu 66, tám 28).",,,"5","3","4",,,,,"Lê Duẩn",,,
"501290","Nhà riêng","Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","Bùi Thị Xuân, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","13,3 Tỷ","50 m²","14/08/2020","28/09/2020","Bán nhà phố Bùi Thị Xuân, DT 50,ô tô tránh, giá 13.3 tỷ ( L/h Mr Quý 0927111368)
Vị trí cực đẹp cách mặt phố 10 m, trước nhà rộng gần 6 m ô tô vào nhà.
Nhà đẹp ở ngay, khu vưc dân trí cao, an ninh cực tốt.
Cách hồ hoàn kiếm 2 km, hồ thiền quang 500 m, công viên thông nhất khoàng 600 m.
Khu vực kinh doanh sầm uất nhiều nhà hàng,khách sạn, café, trung tâm thương mại lớn nhỏ.
Thiết kế :
Tầng 1 gara, bếp, vệ sinh.
Tầng 2 phòng khách, phòng làm việc,
Tầng 3,4 mỗi tầng 2 phòng ngủ.
Tầng 5 phòng thờ , sân phơi.
Diện tích 50m
Mặt tiền 3.8 m
Sổ đỏ chính chủ vuông vắn, sãn sàng giao dịch.
Giá 13.3 tỷ
Liên hệ Mr Quý 0943 313 686, 0927 111 368.
",,,,,,,,,,"Bùi Thị Xuân",,,
"501328","Nhà mặt phố","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Lưu Hữu Phước, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","23,5 Tỷ","138 m²","14/08/2020","28/09/2020","+ Biệt thự đẳng cấp khu đô thị Mỹ Đình – gần Vin Gardenia tiện ích cao cấp.
+ Diện tích 138m2, 4 tầng, mặt tiền 12m.
+ Sổ đỏ vuông vắn.
+ Lô góc, kinh doanh, ô tô chạy vòng quanh.
+ Không gian xung quanh thoáng mát nhiều cây xanh, sân chơi rộng bãi tập th��� dục thể thao ngay nhà.
+ Thiết kế 4 tầng: Tầng 1 Gara, thông sàn kinh doanh, tầng 2 và 3 mỗi tầng 3 phòng ngủ rộng, tầng 4 phòng ngủ rộng phòng thờ sân phơi.
+ Liên hệ: Phúc An 0866992962 để được xem nhà, được tư vấn và gặp chủ nhà ngay khi cần. Hỗ trợ mọi thủ tục pháp lý và vay ngân hàng 24/7.
(Miễn phí cung cấp mọi dịch vụ ngay cả khi giao dịch thành công).","12","10","4","6",,,,,"Sổ đỏ","Lưu Hữu Phước",,,
"501288","Nhà riêng","Vĩnh Tuy, Hai Bà Trưng, Hà Nội","Vĩnh Tuy, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","2,35 Tỷ","31 m²","13/08/2020","27/09/2020","Mô tả:
Ngõ 34 Vĩnh Tuy nay phát triển cực sầm uất, đổi tên thành phố Dương Văn Bé. Con phố 1 đầu là Minh Khai, 1 đầu thông ra Lĩnh Nam.
An sinh cực đỉnh gần trường học 4 cấp mầm non, cấp 1,2,3, tất cả đều nằm trên mặt phố, bán kính cách nhà chưa đầy 500m.
Siêu gần mặt phố đi lại cực thuận tiện, ăn uống, mua sắm cái gì cũng có, nhộn nhịp từ sáng đến đêm.
Ngõ trước nhà thẳng tắp, đúng 1 ngoặt ra mặt phố.
Thiết kế:
Tầng 1: phòng khách, phòng bếp, wc
Tầng 2,3: mỗi tầng 2 phòng ngủ, wc giữa, cầu thang giữa, phòng ngoài có ban công.
Tầng 4: phòng thờ, sân phơi.
Phòng nào phòng đấy tràn đầy ánh sáng. Giếng trời cực sáng, nhà mát mùa hè, ấm mùa đông, sổ riêng cực đẹp, nhà tự xây cực kỳ tâm huyết và chắc chắn.

Quý khách quan tâm xem nhà, LH: Mr Xuê 0902976565.
24/7- Miễn Phí 100% dịch vụ khách hàng!
",,,"4","4",,,,,,"Vĩnh Tuy",,,
